,Ngo-18,Outreach_tours_and_events,Ch-02,Capacity_building_sustainable_agricultural_techniques,Capacity_building_sustainable_management_of_chinampas,Ch-07,Capacity_building_economic_tools_for_projects,Ch-10,Research_water_quality,Ac-01,Outreach_chinampas_products_and_social_projects,Outreach_chinampas_projects,Gov-15,Project_restoration_and_chinampas_refugees,Cs-05,Cs-17,Ac-19,Capacity_building_reforestation,Cs-16,Project_rainwater_harvesting_systems,Ngo-04,Alliance_farmers_market_certification,Alliance_advise_on_irregular_settlements_involvement,Ch-14
0,0.5,0.0,0.125,0.0,0.0,0.0625,0.0,0.125,0.0,0.1875,0.0,0.0,0.0625,0.0,0.0625,0.0625,0.0625,,,,,,,
1,0.3913043478260869,0.0,0.08695652173913043,0.0,0.0,0.08695652173913043,0.0,0.13043478260869565,0.0,0.08695652173913043,0.0,0.0,0.043478260869565216,0.0,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.0,0.13043478260869565,0.0,0.043478260869565216,0.0,0.0,0.043478260869565216
